DIRECTORIO;SECUENCIA_P;SECUENCIA_ENCUESTA;P3053;P3095;P3096;P3097;P3098;P3054;P3055;P469;CLASE_TE;COD_DEPTO;AREA;F_EXP
6001568;1;3;3;;;1;;;;;1;08;08;71.311361489137500
6001570;1;2;4;;;;1;;;;1;08;08;64.014068013769100
6001572;1;4;5;;;;;1;2;1;1;08;08;57.654535045814900
6001573;1;3;1;2;;;;1;1;1;1;08;08;63.925136844342300
6001577;1;1;1;2;;;;1;1;1;1;08;08;53.873593028966100
6001577;1;3;4;;;;1;;;;1;08;08;53.873593028966100
6001578;1;2;3;;;1;;;;;1;08;08;52.169939384813300
6001580;1;1;4;;;;1;;;;1;08;08;66.539801626649900
6001581;1;1;5;;;;;1;4;2;1;08;08;63.571763649267300
6001585;1;1;1;2;;;;1;4;1;1;08;08;87.314554555202500
6001586;1;1;5;;;;;1;3;2;1;08;08;61.928002968725100
6001591;1;1;2;;1;;;1;1;1;1;08;08;65.568897524884600
6001592;1;1;1;2;;;;1;1;1;1;08;08;62.272006346669400
6001593;1;2;3;;;1;;;;;1;08;08;59.274715745347500
6001595;1;3;4;;;;1;;;;1;08;08;51.963674009089200
6001599;1;2;1;2;;;;1;4;1;1;08;08;63.571763649267300
6001601;1;1;4;;;;2;1;;1;1;08;08;42.672201628230300
6001601;1;2;1;2;;;;1;1;1;1;08;08;42.672201628230300
6001602;1;1;1;2;;;;1;3;1;1;08;08;55.392206368295600
6001602;1;2;3;;;1;;;;;1;08;08;55.392206368295600
6001611;1;2;5;;;;;1;1;1;1;08;08;63.120505955522200
6001612;1;2;5;;;;;1;1;1;1;08;08;66.688564050027900
6001615;1;1;3;;;1;;;;;1;08;08;56.906487671231000
6001616;1;3;3;;;1;;;;;1;08;08;45.053183113013500
6001616;1;4;3;;;1;;;;;1;08;08;45.053183113013500
6001617;1;1;1;2;;;;1;3;1;1;08;08;49.906596591830600
6001620;1;1;4;;;;2;1;;1;1;08;08;64.783012405690800
6001626;1;2;1;1;;;;1;3;1;1;08;08;59.274715745347500
6001633;1;1;3;;;1;;;;;1;08;08;49.158549217246600
6001633;1;4;1;2;;;;1;1;1;1;08;08;49.158549217246600
6001637;1;2;1;2;;;;1;4;1;1;08;08;66.870816630866800
6001638;1;2;2;;1;;;1;3;1;1;08;08;24.889764285534100
6001639;1;3;3;;;1;;;;;1;08;08;45.819417041364800
6001644;1;1;3;;;1;;;;;1;08;08;65.940386855665800
6001648;1;1;1;2;;;;1;1;1;1;08;08;35.036021548428600
6001648;1;2;3;;;1;;;;;1;08;08;35.036021548428600
6001648;1;3;3;;;1;;;;;1;08;08;35.036021548428600
6001648;1;4;3;;;1;;;;;1;08;08;35.036021548428600
6001651;1;1;3;;;1;;;;;1;08;08;47.094138386102100
6001654;1;2;1;2;;;;1;1;1;1;08;08;49.220751639326300
6001655;1;3;3;;;2;;;;;1;08;08;38.010953958892500
6001655;1;6;5;;;;;1;4;1;1;08;08;38.010953958892500
6001659;1;1;4;;;;2;1;;1;1;08;08;47.273173715812000
6001664;1;1;4;;;;1;;;;1;15;15;8.097609439621710
6001672;1;1;3;;;1;;;;;1;15;15;10.223331088587600
6001675;1;3;3;;;1;;;;;1;15;15;10.665050356224000
6001676;1;1;3;;;1;;;;;1;15;15;9.953757933237920
6001678;1;1;2;;1;;;1;3;1;1;15;15;10.591825854666000
6001680;1;2;1;2;;;;1;4;2;1;15;15;9.759960422237330
6001681;1;1;2;;1;;;1;3;1;1;15;15;8.089089595966210
6001689;1;1;2;;2;;;1;4;2;1;15;15;11.235599538348000
6001689;1;4;8;;;;;;;;1;15;15;11.235599538348000
6001692;1;1;3;;;1;;;;;1;15;15;9.576652818386330
6001694;1;1;5;;;;;1;3;1;1;15;15;8.497382929131660
6001697;1;1;1;1;;;;1;1;1;1;15;15;10.143307159721400
6001700;1;1;2;;1;;;1;3;1;1;15;15;8.009004886913350
6001703;1;2;1;1;;;;1;1;1;1;15;15;9.576652818386330
6001707;1;1;3;;;2;;;;;1;15;15;10.665050356224000
6001709;1;2;1;1;;;;1;1;1;1;15;15;8.810283062215250
6001710;1;1;6;;;;;;;;1;15;15;11.452381362169900
6001712;1;1;1;1;;;;1;1;2;1;15;15;7.084334902759230
6001715;1;2;4;;;;1;;;;1;15;15;9.759960422237330
6001718;1;1;2;;1;;;1;3;1;1;15;15;10.743112002230300
6001726;1;1;2;;1;;;1;3;1;1;15;15;7.882208815407160
6001729;1;1;3;;;1;;;;;1;15;15;9.759960422237330
6001734;1;1;2;;3;;;1;1;1;1;15;15;6.156260655951120
6001752;1;1;6;;;;;;;;1;15;15;11.508791609462100
6001753;1;2;6;;;;;;;;1;15;15;9.577985732493660
6001758;1;4;2;;2;;;1;3;1;1;15;15;7.659193149586820
6001759;1;1;3;;;1;;;;;1;15;15;8.810283062215250
6001760;1;1;1;2;;;;1;3;2;1;15;15;6.501861614325860
6001761;1;1;2;;1;;;1;3;1;1;15;15;9.536944756417000
6001764;1;1;7;;;;;4;1;2;1;15;15;10.223331088587600
6001768;1;1;3;;;1;;;;;1;15;15;8.089089595966210
6001770;1;3;3;;;1;;;;;1;15;15;10.138998095017600
6001777;1;1;2;;1;;;1;3;1;1;15;15;9.815037755422250
6001781;1;1;2;;1;;;1;3;2;1;15;15;11.530443008176100
6001792;1;1;4;;;;1;;;;1;15;15;10.743112002230300
6001794;1;1;3;;;1;;;;;1;15;15;9.330063975857910
6001831;1;1;1;2;;;;1;1;2;1;15;15;6.867553078937270
6001831;1;2;1;2;;;;1;1;2;1;15;15;6.867553078937270
6001831;1;3;3;;;2;;;;;1;15;15;6.867553078937270
6001832;1;1;1;1;;;;1;1;1;1;15;15;6.038490947975450
6001833;1;3;1;2;;;;1;4;2;1;15;15;8.089089595966210
6001834;1;1;2;;2;;;1;3;1;1;15;15;8.078546689264150
6001836;1;5;3;;;2;;;;;1;15;15;9.900613157981830
6001845;1;3;5;;;;;1;1;2;1;15;15;10.968049446044700
6001849;1;2;3;;;1;;;;;1;15;15;10.991033758866000
6001850;1;2;1;2;;;;1;4;2;1;15;15;9.759960422237330
6001854;1;1;8;;;;;;;;1;15;15;10.232867908187500
6001857;1;2;6;;;;;;;;1;15;15;8.011027949959940
6001858;1;2;1;1;;;;1;4;1;1;15;15;9.576652818386330
6001861;1;1;1;2;;;;1;3;2;1;15;15;8.497382929131660
6001871;1;1;3;;;1;;;;;1;15;15;10.223331088587600
6001878;1;1;3;;;1;;;;;1;15;15;6.285079790503910
6001881;1;3;4;;;;1;;;;1;15;15;9.490387266887500
6001885;1;1;2;;1;;;1;3;1;1;15;15;10.586988710217700
6001897;1;1;1;2;;;;1;4;2;1;15;15;8.810283062215250
6001904;1;1;2;;1;;;1;4;1;1;15;15;8.305871419788170
6001905;1;2;2;;2;;;1;1;2;1;15;15;9.715372996202000
6001906;1;1;2;;1;;;1;1;1;1;15;15;8.042532106436760
6001913;1;1;1;1;;;;1;4;2;1;15;15;9.048667999251160
6001920;1;1;6;;;;;;;;1;15;15;8.810283062215250
6001923;1;1;3;;;1;;;;;1;15;15;6.156260655951120
6001930;1;1;1;2;;;;1;3;1;1;15;15;10.031819579244100
6001933;1;1;1;1;;;;1;3;2;1;15;15;7.581131503580540
6001938;1;1;2;;1;;;1;3;1;1;15;15;10.665050356224000
6001942;1;1;4;;;;2;1;;1;1;15;15;7.027876369966890
6001956;1;1;6;;;;;;;;1;15;15;12.239712368115700
6001961;1;1;2;;4;;;1;3;1;1;15;15;9.815037755422250
6001963;1;2;2;;1;;;1;3;1;1;15;15;9.804494848720160
6001978;1;1;1;1;;;;2;3;1;1;15;15;12.317774014122000
6001982;1;3;2;;1;;;1;3;1;1;15;15;11.182545268209500
6001985;1;1;4;;;;2;1;;1;1;15;15;7.882208815407160
6001987;1;1;2;;1;;;1;3;1;1;15;15;11.606481591135900
6001992;1;1;2;;1;;;1;3;1;1;15;15;12.317774014122000
6002000;1;1;1;1;;;;1;3;1;1;15;15;10.586988710217700
6002001;1;1;2;;2;;;1;3;1;1;15;15;11.530443008176100
6002002;1;1;3;;;1;;;;;1;15;15;9.273653728565660
6002004;1;1;5;;;;;1;3;1;1;15;15;9.521575485201410
6002004;1;2;3;;;1;;;;;1;15;15;9.521575485201410
6002007;1;1;1;1;;;;1;1;1;1;15;15;9.103745332436080
6002027;1;3;2;;1;;;1;3;1;1;15;15;9.576652818386330
6002029;1;1;3;;;1;;;;;1;15;15;11.452381362169900
6002035;1;1;2;;1;;;1;3;1;1;15;15;10.031819579244100
6002039;1;1;2;;1;;;1;3;1;1;15;15;11.530443008176100
6002050;1;1;1;1;;;;1;1;1;1;15;15;10.743112002230300
6002054;1;2;3;;;1;;;;;1;15;15;9.815037755422250
6002058;1;1;5;;;;;2;1;1;1;15;15;10.743112002230300
6002058;1;2;1;1;;;;1;3;1;1;15;15;10.743112002230300
6002061;1;1;1;2;;;;1;5;2;1;15;15;9.815037755422250
6002069;1;2;5;;;;;1;3;1;1;15;15;8.497382929131660
6002071;1;1;1;2;;;;1;3;2;1;15;15;9.103745332436080
6002082;1;1;4;;;;2;1;;1;1;15;15;9.576652818386330
6002083;1;1;5;;;;;1;3;1;1;15;15;10.743112002230300
6002085;1;3;3;;;1;;;;;1;15;15;9.521575485201410
6002089;1;1;5;;;;;1;3;1;1;15;15;11.452381362169900
6002113;1;1;5;;;;;1;3;1;1;15;15;10.586988710217700
6002147;1;1;2;;1;;;2;1;1;1;17;17;20.730283306606500
6002147;1;2;2;;1;;;1;3;1;1;17;17;20.730283306606500
6002172;1;3;2;;1;;;1;3;1;1;17;17;18.534163851274800
6002174;1;1;5;;;;;3;2;1;1;17;17;22.259171118079500
6002184;1;2;3;;;1;;;;;1;17;17;23.267760073212500
6002197;1;2;4;;;;2;1;;1;1;17;17;21.088058154031400
6002208;1;1;4;;;;2;1;;1;1;17;17;18.600852109738600
6002229;1;1;4;;;;2;1;;1;1;17;17;18.600852109738600
6002245;1;2;5;;;;;1;3;2;1;17;17;19.330466061856500
6002248;1;1;1;1;;;;1;3;2;1;17;17;23.267760073212500
6002250;1;1;2;;1;;;1;1;1;1;17;17;16.499542674219400
6002250;1;2;2;;1;;;1;3;1;1;17;17;16.499542674219400
6002251;1;1;1;2;;;;1;3;2;1;17;17;19.238438965840200
6002251;1;2;1;1;;;;1;3;2;1;17;17;19.238438965840200
6002256;1;1;1;2;;;;1;1;2;1;17;17;22.463998821650500
6002259;1;1;3;;;2;;;;;1;17;17;21.453433972385400
6002261;1;3;1;2;;;;1;1;2;1;17;17;21.677415121520000
6002266;1;3;2;;3;;;1;3;1;1;17;17;18.966227928092700
6002269;1;1;1;2;;;;1;1;1;1;17;17;24.214891888125900
6002283;1;2;3;;;1;;;;;1;17;17;14.151038537620700
6002284;1;1;4;;;;2;1;;1;1;17;17;17.140389229416100
6002285;1;4;3;;;1;;;;;1;17;17;20.921948698139100
6002295;1;1;4;;;;2;1;;1;1;17;17;19.299069791305000
6002296;1;1;3;;;1;;;;;1;17;17;22.021027320728100
6002303;1;1;3;;;1;;;;;1;17;17;16.572795881073400
6002309;1;2;2;;1;;;1;3;1;1;17;17;15.415925498942100
6002320;1;1;5;;;;;1;1;1;1;17;17;17.071964298265800
6002342;1;2;4;;;;1;;;;1;23;23;8.545740601191410
6002346;1;1;1;2;;;;1;1;1;1;23;23;34.182962404765600
6002350;1;1;4;;;;1;;;;1;23;23;34.182962404765600
6002358;1;1;5;;;;;1;1;1;1;23;23;10.075095368091400
6002364;1;1;1;2;;;;1;4;1;1;23;23;8.545740601191410
6002365;1;1;1;2;;;;1;3;1;1;23;23;16.390633500000200
6002367;1;1;3;;;1;;;;;1;23;23;34.182962404765600
6002371;1;1;1;2;;;;1;4;1;1;23;23;27.897515755958000
6002372;1;1;4;;;;1;;;;1;23;23;21.906084488811800
6002372;1;2;3;;;1;;;;;1;23;23;21.906084488811800
6002376;1;7;1;2;;;;1;1;1;1;23;23;8.545740601191410
6002377;1;1;3;;;1;;;;;1;23;23;27.765299204047900
6002378;1;2;1;2;;;;1;4;1;1;23;23;8.545740601191410
6002379;1;5;1;2;;;;1;4;1;1;23;23;8.545740601191410
6002381;1;2;1;2;;;;1;3;2;1;23;23;17.106672531239400
6002382;1;1;3;;;2;;;;;1;23;23;13.320790717551200
6002383;1;3;2;;1;;;1;3;1;1;23;23;22.107244269142100
6002386;1;2;1;2;;;;1;1;1;1;23;23;22.563567685814800
6002389;1;1;1;2;;;;1;3;1;1;23;23;34.182962404765600
6002392;1;1;3;;;1;;;;;1;23;23;12.598619374204200
6002393;1;1;2;;1;;;1;3;1;1;23;23;17.635645022935800
6002397;1;1;3;;;1;;;;;1;23;23;24.991329050846400
6002398;1;3;3;;;2;;;;;1;23;23;17.245021395257300
6002405;1;1;3;;;1;;;;;1;23;23;34.182962404765600
6002405;2;1;1;2;;;;1;1;1;1;23;23;34.182962404765600
6002409;1;2;5;;;;;1;1;1;1;23;23;22.903076330163000
6002413;1;6;3;;;1;;;;;1;23;23;8.545740601191410
6002414;1;2;1;2;;;;1;1;1;1;23;23;13.942788534927600
6002417;1;1;5;;;;;1;1;1;1;23;23;28.964846095310800
6002429;1;2;1;2;;;;1;1;1;1;23;23;19.312221984697400
6002430;1;1;1;2;;;;1;1;1;1;23;23;27.897515755958000
6002433;1;1;5;;;;;1;1;1;1;23;23;8.545740601191410
6002435;1;1;2;;4;;;1;4;1;1;23;23;8.545740601191410
6002435;1;2;4;;;;1;;;;1;23;23;8.545740601191410
6002436;1;1;1;2;;;;1;1;1;1;23;23;8.545740601191410
6002439;1;1;1;2;;;;1;1;1;1;23;23;13.942788534927600
6002441;1;2;3;;;1;;;;;1;23;23;8.545740601191410
6002442;1;1;1;1;;;;1;3;1;1;23;23;19.657380980703200
6002445;1;2;3;;;1;;;;;1;23;23;27.897515755958000
6002449;1;2;1;2;;;;1;3;2;1;23;23;30.325277120989500
6002451;1;2;4;;;;2;1;;1;1;23;23;19.312221984697400
6002453;1;2;3;;;1;;;;;1;23;23;18.972713340349100
6002454;1;1;1;2;;;;1;1;2;1;23;23;30.304224989746400
6002456;1;1;3;;;1;;;;;1;23;23;10.186259788758200
6002457;1;3;1;2;;;;1;4;1;1;23;23;12.780122292872600
6002466;1;1;5;;;;;1;3;1;1;23;23;8.545740601191410
6002466;1;2;1;2;;;;1;1;1;1;23;23;8.545740601191410
6002467;1;1;1;2;;;;1;3;1;1;23;23;17.430779396002000
6002468;1;1;1;2;;;;1;1;1;1;23;23;21.538823569398600
6002469;1;1;1;2;;;;1;1;1;1;23;23;8.545740601191410
6002477;1;2;3;;;1;;;;;1;23;23;8.545740601191410
6002513;1;1;5;;;;;1;1;1;1;27;27;6.220046933615410
6002514;1;1;2;;2;;;1;4;1;1;27;27;7.497775845368630
6002522;1;1;1;2;;;;1;1;1;1;27;27;7.679582477791600
6002526;1;2;3;;;1;;;;;1;27;27;6.194975497280760
6002528;1;4;4;;;;2;1;;1;1;27;27;3.019781682641080
6002529;1;1;1;1;;;;1;1;1;1;27;27;3.177407877935080
6002540;1;2;2;;1;;;1;1;1;1;27;27;3.455741758151430
6002548;1;1;1;2;;;;1;4;2;1;27;27;3.419279085591800
6002557;1;1;5;;;;;1;2;1;1;27;27;7.633787085838370
6002570;1;2;5;;;;;1;1;1;1;27;27;9.522118596903000
6002575;1;1;2;;3;;;1;4;1;1;27;27;6.698337829376170
6002582;1;2;3;;;1;;;;;1;27;27;6.181614977855840
6002586;1;2;6;;;;;;;;1;27;27;6.406971692847170
6002590;1;1;4;;;;2;1;;1;1;27;27;7.222654564143430
6002592;1;3;1;2;;;;1;3;1;1;27;27;6.181295297171110
6002595;1;1;5;;;;;1;1;1;1;27;27;7.547599037353180
6002599;1;2;3;;;1;;;;;1;27;27;7.107411834239720
6002604;1;1;2;;1;;;1;3;1;1;27;27;6.220046933615410
6002643;1;4;4;;;;1;;;;1;27;27;3.019781682641080
6002645;1;1;2;;1;;;1;3;2;1;27;27;5.609444334303960
6002648;1;2;2;;1;;;1;3;1;1;27;27;7.718014433551170
6002649;1;1;5;;;;;1;1;1;1;27;27;8.024151096967280
6002653;1;2;6;;;;;;;;1;27;27;6.746422185214060
6002654;1;1;5;;;;;1;1;1;1;27;27;8.875151141090910
6002673;1;2;1;1;;;;1;1;1;1;27;27;7.684700604600390
6002675;1;1;3;;;1;;;;;1;27;27;7.107411834239720
6002675;1;2;5;;;;;1;1;1;1;27;27;7.107411834239720
6002678;1;1;4;;;;1;;;;1;27;27;7.718014433551170
6002679;1;1;1;2;;;;1;3;2;1;27;27;7.472704409033980
6002686;1;3;3;;;1;;;;;1;27;27;3.053986510797540
6002695;1;2;1;2;;;;1;1;2;1;27;27;4.654651422252260
6002696;1;1;4;;;;2;1;;1;1;27;27;7.547599037353180
6002703;1;1;1;1;;;;1;1;1;1;27;27;6.186733104664640
6002710;1;1;5;;;;;1;2;1;1;27;27;8.850079704756330
6002728;1;2;5;;;;;1;1;1;1;27;27;7.547599037353180
6002729;1;1;5;;;;;1;1;1;1;27;27;8.069351682498490
6002738;1;1;4;;;;2;1;;1;1;27;27;6.181614977855840
6002745;1;2;6;;;;;;;;1;27;27;4.858090674149400
6002754;1;1;1;2;;;;1;3;2;1;27;27;7.497775845368630
6002756;1;1;4;;;;1;;;;1;27;27;6.186733104664640
6002766;1;2;1;2;;;;1;1;1;1;27;27;9.177549977727330
6002768;1;1;3;;;1;;;;;1;27;27;5.973145932333720
6002770;1;1;4;;;;1;;;;1;27;27;4.683647477920090
6002771;1;1;2;;3;;;2;4;1;1;27;27;5.006583477621600
6002780;1;1;5;;;;;1;1;1;1;27;27;7.497775845368630
6002781;1;1;5;;;;;1;2;1;1;27;27;7.107411834239720
6002782;1;1;5;;;;;1;2;1;1;27;27;8.850079704756330
6002783;1;1;1;1;;;;1;1;1;1;27;27;5.804611486151860
6002837;1;1;2;;1;;;1;3;1;1;27;27;6.220046933615410
6002841;1;1;1;1;;;;1;1;1;1;27;27;4.697007997345010
6002844;1;2;3;;;1;;;;;1;27;27;7.107411834239720
6002855;1;2;1;1;;;;1;1;1;1;27;27;6.330986737750510
6002856;1;1;8;;;;;;;;1;27;27;6.186733104664640
6002859;1;1;3;;;1;;;;;1;27;27;7.132163589889630
6002870;1;1;2;;1;;;1;3;1;1;27;27;6.181614977855840
6002875;1;1;1;2;;;;1;1;1;1;27;27;5.620835570528950
6002876;1;3;1;2;;;;1;1;1;1;27;27;6.368539737087610
6002896;1;1;2;;1;;;1;3;1;1;27;27;8.409892501642830
6002900;1;2;6;;;;;;;;1;27;27;8.341737622359080
6002901;1;1;3;;;1;;;;;1;27;27;5.223383248943660
6002903;1;2;5;;;;;1;1;1;1;27;27;5.804611486151860
6002907;1;1;8;;;;;;;;1;27;27;4.518640181782510
6002914;1;1;1;1;;;;1;4;1;1;27;27;6.186733104664640
6002932;1;1;1;2;;;;1;1;1;1;27;27;4.455136789688300
6002932;1;2;5;;;;;1;1;1;1;27;27;4.455136789688300
6002933;1;1;1;1;;;;1;1;1;1;27;27;6.156543541521200
6002936;1;1;2;;2;;;1;3;1;1;27;27;7.497775845368630
6002937;1;1;1;2;;;;1;3;2;1;27;27;6.049631537417430
6002940;1;1;3;;;1;;;;;1;27;27;6.049631537417430
6003004;1;1;1;1;;;;1;1;1;1;41;41;17.995414546659300
6003013;1;1;3;;;1;;;;;1;41;41;13.516593140971500
6003036;1;4;5;;;;;1;1;1;1;41;41;19.670642101412700
6003049;1;1;4;;;;1;;;;1;41;41;14.763496818360000
6003051;1;1;1;2;;;;1;1;1;1;41;41;15.147077858845700
6003051;1;2;4;;;;1;;;;1;41;41;15.147077858845700
6003052;1;1;5;;;;;1;1;1;1;41;41;12.331564239630300
6003053;1;1;5;;;;;1;2;1;1;41;41;18.205242377272700
6003057;1;1;4;;;;2;1;;1;1;41;41;15.588476823802800
6003064;1;2;1;1;;;;1;3;1;1;41;41;13.308669208781000
6003065;1;2;3;;;1;;;;;1;41;41;19.479293863687500
6003082;1;1;4;;;;2;1;;1;1;41;41;13.884847164323200
6003086;1;1;3;;;2;;;;;1;41;41;17.848809145813300
6003102;1;1;3;;;1;;;;;1;41;41;11.678184490906800
6003109;1;2;1;2;;;;1;4;1;1;41;41;16.467126477839600
6003110;1;5;4;;;;1;;;;1;41;41;13.954084557119000
6003138;1;2;2;;3;;;1;5;1;1;41;41;17.039396884572100
6003144;1;1;1;2;;;;1;1;1;1;41;41;12.503164496349500
6003166;1;1;1;1;;;;1;1;1;1;41;41;13.441544300943000
6003171;1;1;4;;;;1;;;;1;41;41;15.935351655720300
6003175;1;1;4;;;;2;1;;1;1;41;41;26.260588332458400
6003192;1;1;4;;;;1;;;;1;41;41;20.255746868669800
6003194;1;1;4;;;;2;1;;1;1;41;41;21.007581932507200
6003196;1;2;4;;;;1;;;;1;41;41;15.208952634893100
6003197;1;2;5;;;;;1;1;1;1;41;41;16.025727512882500
6003199;1;1;1;1;;;;1;1;1;1;41;41;15.567097632368500
6003208;1;2;5;;;;;1;1;1;1;41;41;18.224425785913300
6003208;1;3;8;;;;;;;;1;41;41;18.224425785913300
6003221;1;1;2;;1;;;1;3;1;1;41;41;14.763496818360000
6003226;1;2;7;;;;;1;1;2;1;41;41;13.962048957504500
6003240;1;1;1;1;;;;1;1;2;1;41;41;17.218961541677000
6003242;1;2;1;2;;;;1;1;2;1;41;41;17.039396884572100
6003243;1;1;1;2;;;;1;1;2;1;41;41;12.503164496349500
6003247;1;2;3;;;1;;;;;1;41;41;15.576656031910500
6003267;1;1;2;;1;;;1;3;1;1;41;41;17.848809145813300
6003268;1;1;1;2;;;;1;3;1;1;41;41;17.710173763721500
6003274;1;1;2;;3;;;1;4;1;1;41;41;13.516593140971500
6003283;1;6;1;1;;;;1;1;1;1;41;41;26.788455605768100
6003298;1;1;2;;1;;;1;1;1;1;41;41;11.084660562241700
6003300;1;2;3;;;1;;;;;1;41;41;38.105920117404000
6003300;1;12;3;;;1;;;;;1;41;41;38.105920117404000
6003306;1;2;5;;;;;1;3;1;1;41;41;31.134195264737000
6003308;1;1;1;2;;;;1;4;2;1;41;41;53.839703512679500
6003312;1;1;5;;;;;1;1;1;1;41;41;16.160747230535300
6003314;1;1;1;2;;;;1;1;1;1;41;41;17.848809145813300
6003317;1;1;4;;;;1;;;;1;41;41;15.588476823802800
6003327;1;1;5;;;;;1;1;1;1;41;41;41.830020585102500
6003328;1;1;2;;1;;;1;3;1;1;41;41;36.410484754545500
6003352;1;1;6;;;;;;;;1;41;41;17.848809145813300
6003359;1;1;4;;;;1;;;;1;41;41;17.683025954695400
6003359;1;2;4;;;;1;;;;1;41;41;17.683025954695400
6003382;1;2;3;;;1;;;;;1;41;41;16.912582294372700
6003391;1;2;3;;;1;;;;;1;41;41;18.147665179869000
6003393;1;1;2;;1;;;1;1;1;1;41;41;16.814001309757100
6003396;1;2;4;;;;2;1;;1;1;41;41;18.444486027631400
6003405;1;2;2;;1;;;1;3;1;1;41;41;18.864505801154100
6003412;1;2;2;;1;;;1;3;1;1;41;41;14.763496818360000
6003419;1;2;2;;1;;;1;4;1;1;41;41;15.711435022495500
6003426;1;1;1;2;;;;1;1;1;1;41;41;16.663780244472100
6003430;1;1;4;;;;1;;;;1;41;41;15.515331882197500
6003439;1;1;3;;;1;;;;;1;41;41;17.848809145813300
6003444;1;1;1;1;;;;1;1;1;1;41;41;16.912582294372700
6003476;1;1;5;;;;;1;3;1;1;41;41;16.814001309757100
6003483;1;1;3;;;1;;;;;1;41;41;13.578467917018900
6003483;1;2;3;;;1;;;;;1;41;41;13.578467917018900
6003489;1;1;4;;;;1;;;;1;41;41;18.205242377272700
6003529;1;1;5;;;;;1;1;1;1;41;41;15.282097576498500
6003549;1;3;3;;;1;;;;;1;54;54;45.281290804259900
6003552;1;1;1;1;;;;1;3;1;1;54;54;45.161271089863500
6003556;1;1;1;1;;;;1;4;1;1;54;54;32.996470113410900
6003566;1;1;1;2;;;;1;3;1;1;54;54;45.821563834508400
6003568;1;1;4;;;;2;1;;1;1;54;54;22.112535361005400
6003569;1;1;1;1;;;;1;3;1;1;54;54;47.066890592889400
6003572;1;1;1;1;;;;1;1;1;1;54;54;54.803036932383500
6003579;1;1;1;1;;;;1;3;1;1;54;54;31.642032695507100
6003579;1;3;1;2;;;;1;4;1;1;54;54;31.642032695507100
6003583;1;1;3;;;2;;;;;1;54;54;40.055433268458400
6003587;1;1;1;1;;;;1;1;1;1;54;54;23.249667025864000
6003589;1;4;3;;;1;;;;;1;54;54;41.576677627422900
6003592;1;1;2;;1;;;1;3;1;1;54;54;45.359432397607300
6003597;1;1;4;;;;2;1;;1;1;54;54;50.529666489430600
6003599;1;1;1;1;;;;1;1;1;1;54;54;45.281290804259900
6003605;1;3;3;;;1;;;;;1;54;54;57.661828269450100
6003608;1;5;3;;;1;;;;;1;54;54;35.426171917311500
6003613;1;1;2;;1;;;1;3;1;1;54;54;51.431796514371200
6003616;1;1;2;;1;;;1;1;1;1;54;54;43.255651586837600
6003618;1;1;3;;;1;;;;;1;54;54;40.009879713753200
6003624;1;1;2;;3;;;1;1;1;1;54;54;35.346645872344000
6003626;1;1;3;;;2;;;;;1;54;54;81.195458945561100
6003626;1;2;1;1;;;;1;1;1;1;54;54;81.195458945561100
6003632;1;3;1;2;;;;1;4;2;1;54;54;53.043835947288300
6003634;1;1;1;1;;;;1;1;1;1;54;54;54.290049747563600
6003652;1;4;1;1;;;;1;4;1;1;54;54;31.774556067281800
6003654;1;1;1;2;;;;1;4;2;1;54;54;39.623007007761000
6003655;1;2;1;1;;;;1;3;1;1;54;54;42.108954823529500
6003658;1;1;4;;;;1;;;;1;54;54;43.684368700514000
6003660;1;2;3;;;1;;;;;1;54;54;47.453871128907100
6003664;1;1;1;1;;;;1;4;1;1;54;54;49.113596317242500
6003676;1;1;1;1;;;;1;1;1;1;54;54;44.294691765976300
6003679;1;2;6;;;;;;;;1;54;54;62.171769616628500
6003689;1;1;2;;1;;;1;3;1;1;54;54;41.205663927712500
6003689;1;2;1;2;;;;1;4;2;1;54;54;41.205663927712500
6003690;1;1;1;1;;;;1;1;1;1;54;54;31.525622927174400
6003692;1;1;3;;;2;;;;;1;54;54;44.881080369422500
6003698;1;1;2;;3;;;1;1;1;1;54;54;43.362277416052500
6003703;1;2;1;1;;;;1;1;1;1;54;54;45.298865985253600
6003709;1;1;1;2;;;;1;3;1;1;54;54;41.330465203043000
6003711;1;1;3;;;2;;;;;1;54;54;45.746305103599500
6003714;1;2;2;;1;;;1;3;1;1;54;54;35.346645872344000
6003717;1;1;3;;;1;;;;;1;54;54;41.330465203043000
6003723;1;1;3;;;1;;;;;1;54;54;27.830793689455400
6003737;1;1;3;;;2;;;;;1;54;54;48.483065137904300
6003739;1;2;5;;;;;1;1;1;1;54;54;33.753456309031600
6003747;1;1;1;1;;;;1;4;1;1;54;54;54.309430567150900
6003750;1;2;3;;;1;;;;;1;54;54;44.114105639226300
6003751;1;1;1;1;;;;1;1;1;1;54;54;35.886918902592600
6003761;1;1;4;;;;1;;;;1;54;54;40.761707936927100
6003765;1;1;3;;;2;;;;;1;54;54;46.002149961258400
6003766;1;1;1;2;;;;1;3;1;1;54;54;47.298518528739500
6003777;1;1;1;2;;;;1;3;1;1;54;54;45.155795833743000
6003779;1;1;5;;;;;1;1;1;1;54;54;33.753456309031600
6003779;1;2;1;1;;;;1;1;1;1;54;54;33.753456309031600
6003782;1;1;1;2;;;;1;3;2;1;54;54;22.980140888017800
6003784;1;1;4;;;;1;;;;1;54;54;42.406647443944200
6003784;1;2;1;2;;;;1;3;1;1;54;54;42.406647443944200
6003787;1;1;2;;1;;;1;3;1;1;54;54;51.265110134958900
6003790;1;2;3;;;1;;;;;1;54;54;35.400736758442200
